onset	duration	sample	trial_type	response_time	stim_file	value	HED
3.4453125000	3.0000000000	n/a	n/a	n/a	n/a	InitialInstructions	n/a
103.4453125000	3.0000000000	n/a	n/a	n/a	n/a	prebase_instruct	n/a
113.8906250000	4.0000000000	n/a	n/a	n/a	n/a	prebase	n/a
233.9492187500	4.0000000000	n/a	n/a	n/a	n/a	FeelingItInstructionsNoButton	n/a
269.8789062500	3.0000000000	n/a	n/a	n/a	n/a	InstructionsForEnding	n/a
334.2539062500	3.0000000000	n/a	n/a	n/a	n/a	relax	n/a
619.6718750000	3.0000000000	n/a	n/a	n/a	n/a	ImaginationSuggestions	n/a
681.2890625000	3.0000000000	n/a	n/a	n/a	n/a	enter	n/a
690.9453125000	3.0000000000	n/a	n/a	n/a	n/a	happy	n/a
1006.4687500000	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
1020.1289062500	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
1021.6796875000	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
1023.6796875000	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
1025.0898437500	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
1032.8828125000	4.0000000000	n/a	n/a	n/a	n/a	exit	n/a
1090.4765625000	4.0000000000	n/a	n/a	n/a	n/a	enter	n/a
1100.1289062500	4.0000000000	n/a	n/a	n/a	n/a	fear	n/a
1163.3984375000	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
1385.4023437500	4.0000000000	n/a	n/a	n/a	n/a	exit	n/a
1442.9960937500	4.0000000000	n/a	n/a	n/a	n/a	enter	n/a
1452.6601562500	3.0000000000	n/a	n/a	n/a	n/a	awe	n/a
1514.3515625000	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
1704.3671875000	4.0000000000	n/a	n/a	n/a	n/a	exit	n/a
1761.9414062500	4.0000000000	n/a	n/a	n/a	n/a	enter	n/a
1771.5976562500	3.0000000000	n/a	n/a	n/a	n/a	disgust	n/a
1794.6601562500	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
2002.2226562500	4.0000000000	n/a	n/a	n/a	n/a	exit	n/a
2059.8007812500	3.0000000000	n/a	n/a	n/a	n/a	enter	n/a
2069.4531250000	3.0000000000	n/a	n/a	n/a	n/a	relief	n/a
2169.7460937500	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
2172.4296875000	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
2398.9179687500	4.0000000000	n/a	n/a	n/a	n/a	exit	n/a
2456.4960937500	3.0000000000	n/a	n/a	n/a	n/a	enter	n/a
2466.1484375000	3.0000000000	n/a	n/a	n/a	n/a	jealousy	n/a
2526.3281250000	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
2963.3554687500	4.0000000000	n/a	n/a	n/a	n/a	exit	n/a
3019.9570312500	4.0000000000	n/a	n/a	n/a	n/a	enter	n/a
3029.6132812500	3.0000000000	n/a	n/a	n/a	n/a	excite	n/a
3064.1289062500	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
3312.5703125000	3.0000000000	n/a	n/a	n/a	n/a	exit	n/a
3370.4882812500	4.0000000000	n/a	n/a	n/a	n/a	enter	n/a
