onset	duration	sample	trial_type	response_time	stim_file	value	HED
4.3203125000	n/a	n/a	n/a	n/a	n/a	InitialInstructions	n/a
104.3359375000	n/a	n/a	n/a	n/a	n/a	prebase_instruct	n/a
114.7812500000	n/a	n/a	n/a	n/a	n/a	prebase	n/a
234.8203125000	n/a	n/a	n/a	n/a	n/a	FeelingItInstructionsNoButton	n/a
270.7695312500	n/a	n/a	n/a	n/a	n/a	InstructionsForEnding	n/a
334.7851562500	n/a	n/a	n/a	n/a	n/a	relax	n/a
620.5546875000	n/a	n/a	n/a	n/a	n/a	ImaginationSuggestions	n/a
682.1601562500	n/a	n/a	n/a	n/a	n/a	enter	n/a
691.8125000000	n/a	n/a	n/a	n/a	n/a	happy	n/a
1051.3437500000	n/a	n/a	n/a	n/a	n/a	exit	n/a
1109.2031250000	n/a	n/a	n/a	n/a	n/a	enter	n/a
1118.8554687500	n/a	n/a	n/a	n/a	n/a	fear	n/a
1474.6640625000	n/a	n/a	n/a	n/a	n/a	exit	n/a
1532.2578125000	n/a	n/a	n/a	n/a	n/a	enter	n/a
1541.9101562500	n/a	n/a	n/a	n/a	n/a	awe	n/a
1871.8984375000	n/a	n/a	n/a	n/a	n/a	exit	n/a
1929.5156250000	n/a	n/a	n/a	n/a	n/a	enter	n/a
1939.1679687500	n/a	n/a	n/a	n/a	n/a	disgust	n/a
2374.3125000000	n/a	n/a	n/a	n/a	n/a	exit	n/a
2431.8867187500	n/a	n/a	n/a	n/a	n/a	enter	n/a
2441.5585937500	n/a	n/a	n/a	n/a	n/a	relief	n/a
2705.5859375000	n/a	n/a	n/a	n/a	n/a	exit	n/a
2763.1601562500	n/a	n/a	n/a	n/a	n/a	enter	n/a
2772.8125000000	n/a	n/a	n/a	n/a	n/a	jealousy	n/a
3056.6250000000	n/a	n/a	n/a	n/a	n/a	exit	n/a
3114.1992187500	n/a	n/a	n/a	n/a	n/a	enter	n/a
3123.8515625000	n/a	n/a	n/a	n/a	n/a	excite	n/a
3510.1445312500	n/a	n/a	n/a	n/a	n/a	exit	n/a
3567.7617187500	n/a	n/a	n/a	n/a	n/a	enter	n/a
3577.4140625000	n/a	n/a	n/a	n/a	n/a	frustration	n/a
3875.0273437500	n/a	n/a	n/a	n/a	n/a	exit	n/a
3932.6210937500	n/a	n/a	n/a	n/a	n/a	enter	n/a
3942.2734375000	n/a	n/a	n/a	n/a	n/a	content	n/a
4177.2578125000	n/a	n/a	n/a	n/a	n/a	exit	n/a
4234.8320312500	n/a	n/a	n/a	n/a	n/a	enter	n/a
4244.4882812500	n/a	n/a	n/a	n/a	n/a	anger	n/a
4647.1093750000	n/a	n/a	n/a	n/a	n/a	exit	n/a
4705.0234375000	n/a	n/a	n/a	n/a	n/a	enter	n/a
4714.6757812500	n/a	n/a	n/a	n/a	n/a	love	n/a
5073.0039062500	n/a	n/a	n/a	n/a	n/a	exit	n/a
5130.5781250000	n/a	n/a	n/a	n/a	n/a	enter	n/a
5140.2304687500	n/a	n/a	n/a	n/a	n/a	grief	n/a
5472.1054687500	n/a	n/a	n/a	n/a	n/a	exit	n/a
5529.6796875000	n/a	n/a	n/a	n/a	n/a	enter	n/a
5539.3320312500	n/a	n/a	n/a	n/a	n/a	joy	n/a
5873.2773437500	n/a	n/a	n/a	n/a	n/a	exit	n/a
5930.9335937500	n/a	n/a	n/a	n/a	n/a	enter	n/a
5940.5703125000	n/a	n/a	n/a	n/a	n/a	sad	n/a
6339.0195312500	n/a	n/a	n/a	n/a	n/a	exit	n/a
6396.5976562500	n/a	n/a	n/a	n/a	n/a	enter	n/a
6406.2695312500	n/a	n/a	n/a	n/a	n/a	compassion	n/a
6747.4062500000	n/a	n/a	n/a	n/a	n/a	exit	n/a
6804.9765625000	n/a	n/a	n/a	n/a	n/a	postbase_instruct	n/a
6811.5078125000	n/a	n/a	n/a	n/a	n/a	postbase	n/a
6936.1640625000	n/a	n/a	n/a	n/a	n/a	ExitThankYou	n/a
