onset	duration	sample	trial_type	response_time	stim_file	value	HED
0.0000000000	0.0000000000	n/a	n/a	n/a	n/a	FeelingItInstructionsButton	n/a
4.2890625000	0.0000000000	n/a	n/a	n/a	n/a	InitialInstructions	n/a
104.3046875000	0.0000000000	n/a	n/a	n/a	n/a	prebase_instruct	n/a
114.7500000000	0.0000000000	n/a	n/a	n/a	n/a	prebase	n/a
234.7500000000	0.0000000000	n/a	n/a	n/a	n/a	exit	n/a
234.8125000000	0.0000000000	n/a	n/a	n/a	n/a	FeelingItInstructionsButton	n/a
301.8007812500	0.0000000000	n/a	n/a	n/a	n/a	InstructionsForEnding	n/a
365.8203125000	0.0000000000	n/a	n/a	n/a	n/a	relax	n/a
651.6015625000	0.0000000000	n/a	n/a	n/a	n/a	ImaginationSuggestions	n/a
713.2031250000	0.0000000000	n/a	n/a	n/a	n/a	enter	n/a
722.8593750000	0.0000000000	n/a	n/a	n/a	n/a	awe	n/a
851.0664062500	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
987.6835937500	0.0000000000	n/a	n/a	n/a	n/a	exit	n/a
1044.6250000000	0.0000000000	n/a	n/a	n/a	n/a	enter	n/a
1054.2773437500	0.0000000000	n/a	n/a	n/a	n/a	fear	n/a
1111.3632812500	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
1120.3437500000	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
1151.6718750000	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
1155.6445312500	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
1260.9648437500	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
1291.3046875000	0.0000000000	n/a	n/a	n/a	n/a	exit	n/a
1348.8984375000	0.0000000000	n/a	n/a	n/a	n/a	enter	n/a
1358.5546875000	0.0000000000	n/a	n/a	n/a	n/a	joy	n/a
1407.4179687500	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
1470.6484375000	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
1516.2421875000	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
1649.7265625000	0.0000000000	n/a	n/a	n/a	n/a	exit	n/a
1707.3242187500	0.0000000000	n/a	n/a	n/a	n/a	enter	n/a
1716.9765625000	0.0000000000	n/a	n/a	n/a	n/a	jealousy	n/a
1746.9648437500	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
2016.8593750000	0.0000000000	n/a	n/a	n/a	n/a	exit	n/a
2074.4531250000	0.0000000000	n/a	n/a	n/a	n/a	enter	n/a
2084.1054687500	0.0000000000	n/a	n/a	n/a	n/a	excite	n/a
2154.4257812500	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
2183.1601562500	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
2185.0078125000	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
2400.2851562500	0.0000000000	n/a	n/a	n/a	n/a	exit	n/a
2457.8789062500	0.0000000000	n/a	n/a	n/a	n/a	enter	n/a
2467.5312500000	0.0000000000	n/a	n/a	n/a	n/a	disgust	n/a
2501.1445312500	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
2519.9726562500	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
2533.9570312500	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
2579.7226562500	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
2599.3203125000	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
2752.9882812500	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
2796.5351562500	0.0000000000	n/a	n/a	n/a	n/a	exit	n/a
2854.4218750000	0.0000000000	n/a	n/a	n/a	n/a	enter	n/a
2864.0742187500	0.0000000000	n/a	n/a	n/a	n/a	love	n/a
3033.7343750000	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
3098.8554687500	0.0000000000	n/a	n/a	n/a	n/a	exit	n/a
3156.4453125000	0.0000000000	n/a	n/a	n/a	n/a	enter	n/a
3166.1015625000	0.0000000000	n/a	n/a	n/a	n/a	grief	n/a
3441.1171875000	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
3467.3125000000	0.0000000000	n/a	n/a	n/a	n/a	exit	n/a
3524.9101562500	0.0000000000	n/a	n/a	n/a	n/a	enter	n/a
3534.5625000000	0.0000000000	n/a	n/a	n/a	n/a	content	n/a
3635.9492187500	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
3670.9453125000	0.0000000000	n/a	n/a	n/a	n/a	exit	n/a
3728.5234375000	0.0000000000	n/a	n/a	n/a	n/a	enter	n/a
3738.1757812500	0.0000000000	n/a	n/a	n/a	n/a	frustration	n/a
3788.3007812500	0.0000000000	n/a	n/a	n/a	n/a	press1	n/a
3804.9765625000	0.0000000000	n/a	n/a	n/a	n/a	press	n/a
